transect_id,species_name,species_code,total_length,abundance
2012_99,abudefduf_saxatilis,abu_sax,5,50
2012_99,parablennius_marmoreus,par_mar,5,4
2012_99,pareques_acuminatus,par_acu,5,1
2012_99,anisotremus_virginicus,ani_vir,15,2
2012_99,anisotremus_virginicus,ani_vir,25,1
2012_99,chaetodon_striatus,cha_str,5,1
2012_99,diplodus_argenteus,dip_arg,15,20
2012_99,diplodus_argenteus,dip_arg,5,60
2012_99,diplodus_argenteus,dip_arg,25,10
2012_99,haemulon_aurolineatum,hae_aur,15,3
2012_99,pareques_acuminatus,par_acu,15,1
2012_99,holocentrus_adscensionis,hol_ads,15,1
2012_99,abudefduf_saxatilis,abu_sax,25,2
2012_99,abudefduf_saxatilis,abu_sax,15,3
2012_140,hyporthodus_niveatus,hyp_niv,8,1
2012_140,stephanolepis_hispidus,ste_his,15,1
2012_140,haemulon_aurolineatum,hae_aur,8,21
2012_140,haemulon_aurolineatum,hae_aur,15,2
2012_140,halichoeres_poeyi,hal_poe,15,2
2012_140,malacoctenus_delalandii,mal_del,3,1
2012_140,malacoctenus_delalandii,mal_del,7,7
2012_140,malacoctenus_delalandii,mal_del,8,1
2012_140,parablennius_pilicornis,par_pil,3,5
2012_140,parablennius_pilicornis,par_pil,8,8
2012_140,serranus_baldwini,ser_bal,8,2
2012_140,parablennius_marmoreus,par_mar,4,5
2012_141,diplodus_argenteus,dip_arg,15,1
2012_141,diplodus_argenteus,dip_arg,25,1
2012_141,epinephelus_marginatus,epi_mar,35,1
2012_141,malacoctenus_delalandii,mal_del,4,4
2012_141,parablennius_pilicornis,par_pil,8,5
2012_141,parablennius_pilicornis,par_pil,4,8
2012_141,parablennius_marmoreus,par_mar,5,2
2012_142,diplodus_argenteus,dip_arg,15,1
2012_142,stephanolepis_hispidus,ste_his,15,4
2012_142,serranus_baldwini,ser_bal,8,1
2012_142,parablennius_pilicornis,par_pil,5,5
2012_142,parablennius_pilicornis,par_pil,8,7
2012_142,parablennius_marmoreus,par_mar,7,3
2012_142,parablennius_marmoreus,par_mar,4,1
2012_142,malacoctenus_delalandii,mal_del,6,5
2012_143,epinephelus_marginatus,epi_mar,25,1
2012_143,pseudupeneus_maculatus,pse_mac,25,1
2012_143,diplodus_argenteus,dip_arg,15,2
2012_143,diplodus_argenteus,dip_arg,25,1
2012_143,stegastes_fuscus,ste_fus,5,2
2012_143,parablennius_pilicornis,par_pil,8,8
2012_143,parablennius_pilicornis,par_pil,4,2
2012_144,hyporthodus_niveatus,hyp_niv,8,2
2012_144,stephanolepis_hispidus,ste_his,15,3
2012_144,parablennius_pilicornis,par_pil,4,5
2012_144,parablennius_pilicornis,par_pil,8,9
2012_145,hyporthodus_niveatus,hyp_niv,8,1
2012_145,hyporthodus_niveatus,hyp_niv,4,1
2012_145,stephanolepis_hispidus,ste_his,15,1
2012_145,diplectrum_radiale,dip_rad,15,1
2012_145,malacoctenus_delalandii,mal_del,8,4
2012_145,parablennius_pilicornis,par_pil,4,2
2012_145,parablennius_pilicornis,par_pil,8,4
2012_145,parablennius_pilicornis,par_pil,9,8
2012_145,parablennius_marmoreus,par_mar,8,1
2012_145,parablennius_marmoreus,par_mar,4,1
2012_146,dules_auriga,dul_aur,15,1
2012_146,stephanolepis_hispidus,ste_his,15,2
2012_147,stephanolepis_hispidus,ste_his,20,1
2012_147,orthopristis_ruber,ort_rub,10,2
2012_147,coryphopterus_glaucofraenum,cor_gla,5,2
2012_147,chaetodon_striatus,cha_str,10,1
2012_148,abudefduf_saxatilis,abu_sax,7,2
2012_148,abudefduf_saxatilis,abu_sax,5,7
2012_148,bodianus_rufus,bod_ruf,25,1
2012_148,haemulon_aurolineatum,hae_aur,25,2
2012_148,haemulon_aurolineatum,hae_aur,15,3
2012_148,pseudocaranx_dentex,pse_den,25,7
2012_148,stephanolepis_hispidus,ste_his,20,1
2012_148,stegastes_variabilis,ste_var,8,1
2012_148,stegastes_fuscus,ste_fus,10,4
2012_148,kyphosus_vaigiensis,kyp_vai,30,1
2012_148,parablennius_pilicornis,par_pil,5,13
2012_148,parablennius_pilicornis,par_pil,8,2
2012_148,parablennius_marmoreus,par_mar,5,6
2012_148,hypleurochilus_fissicornis,hyp_fis,5,5
2012_148,pareques_acuminatus,par_acu,15,1
2012_149,haemulon_aurolineatum,hae_aur,15,4
2012_149,haemulon_aurolineatum,hae_aur,25,7
2012_149,pseudocaranx_dentex,pse_den,25,12
2012_149,diplodus_argenteus,dip_arg,15,1
2012_149,diplodus_argenteus,dip_arg,25,3
2012_149,stegastes_fuscus,ste_fus,5,9
2012_149,stegastes_fuscus,ste_fus,8,7
2012_149,parablennius_pilicornis,par_pil,8,9
2012_149,parablennius_pilicornis,par_pil,4,6
2012_149,parablennius_marmoreus,par_mar,7,12
2012_149,parablennius_marmoreus,par_mar,3,3
2012_149,hypleurochilus_fissicornis,hyp_fis,5,4
2012_149,abudefduf_saxatilis,abu_sax,9,8
2012_149,malacoctenus_delalandii,mal_del,5,3
2012_150,abudefduf_saxatilis,abu_sax,5,3
2012_150,pareques_acuminatus,par_acu,3,1
2012_150,pareques_acuminatus,par_acu,7,4
2012_150,pareques_acuminatus,par_acu,15,2
2012_150,haemulon_aurolineatum,hae_aur,25,3
2012_150,diplodus_argenteus,dip_arg,25,2
2012_150,stegastes_variabilis,ste_var,11,1
2012_150,stegastes_variabilis,ste_var,8,1
2012_150,parablennius_marmoreus,par_mar,7,8
2012_150,parablennius_marmoreus,par_mar,12,8
2012_150,parablennius_marmoreus,par_mar,5,3
2012_150,parablennius_pilicornis,par_pil,8,21
2012_150,parablennius_pilicornis,par_pil,5,5
2012_150,stegastes_fuscus,ste_fus,8,8
2012_150,stegastes_fuscus,ste_fus,5,4
2012_150,hypleurochilus_fissicornis,hyp_fis,5,3
2012_150,malacoctenus_delalandii,mal_del,5,6
2012_150,malacoctenus_delalandii,mal_del,7,9
2012_151,mycteroperca_acutirostris,myc_acu,15,1
2012_151,anisotremus_virginicus,ani_vir,25,1
2012_151,diplodus_argenteus,dip_arg,15,1
2012_151,diplodus_argenteus,dip_arg,25,2
2012_151,diplodus_argenteus,dip_arg,30,1
2012_151,stegastes_variabilis,ste_var,8,1
2012_151,abudefduf_saxatilis,abu_sax,10,4
2012_151,parablennius_pilicornis,par_pil,8,5
2012_151,parablennius_marmoreus,par_mar,7,5
2012_151,malacoctenus_delalandii,mal_del,9,2
2012_151,stegastes_fuscus,ste_fus,4,7
2012_151,stegastes_fuscus,ste_fus,8,18
2012_152,holocentrus_adscensionis,hol_ads,25,1
2012_152,holocentrus_adscensionis,hol_ads,30,1
2012_152,abudefduf_saxatilis,abu_sax,8,6
2012_152,abudefduf_saxatilis,abu_sax,15,9
2012_152,diplodus_argenteus,dip_arg,15,4
2012_152,ophioblennius_sp,oph_sp,15,1
2012_152,anisotremus_virginicus,ani_vir,25,1
2012_152,epinephelus_marginatus,epi_mar,15,1
2012_152,parablennius_pilicornis,par_pil,5,9
2012_152,parablennius_pilicornis,par_pil,8,18
2012_152,parablennius_marmoreus,par_mar,4,6
2012_152,parablennius_marmoreus,par_mar,8,11
2012_152,stegastes_fuscus,ste_fus,10,21
2012_152,stegastes_fuscus,ste_fus,5,5
2012_152,hypleurochilus_fissicornis,hyp_fis,8,7
2012_152,hypleurochilus_fissicornis,hyp_fis,4,3
2012_152,malacoctenus_delalandii,mal_del,8,8
2012_152,abudefduf_saxatilis,abu_sax,10,10
2012_152,abudefduf_saxatilis,abu_sax,5,5
2012_152,gymnothorax_moringa,gym_mor,100,1
2012_152,labrisomus_nuchipinnis,lab_nuc,15,1
2012_152,pareques_acuminatus,par_acu,15,2
2012_152,parablennius_marmoreus,par_mar,4,1
2012_153,stephanolepis_hispidus,ste_his,15,5
2012_153,stephanolepis_hispidus,ste_his,25,1
2012_153,pseudupeneus_maculatus,pse_mac,30,2
2012_153,haemulon_aurolineatum,hae_aur,20,25
2012_153,orthopristis_ruber,ort_rub,10,5
2012_153,diplodus_argenteus,dip_arg,25,2
2012_153,hyporthodus_niveatus,hyp_niv,10,1
2012_153,hyporthodus_niveatus,hyp_niv,5,1
2012_153,haemulon_atlanticus,hae_atl,15,2
2012_153,stegastes_fuscus,ste_fus,4,6
2012_153,stegastes_fuscus,ste_fus,10,5
2012_153,diplodus_argenteus,dip_arg,12,3
2012_153,coryphopterus_glaucofraenum,cor_gla,5,5
2012_153,coryphopterus_glaucofraenum,cor_gla,8,5
2012_154,stegastes_variabilis,ste_var,10,2
2012_154,diplectrum_radiale,dip_rad,8,2
2012_154,diplodus_argenteus,dip_arg,15,2
2012_154,diplodus_argenteus,dip_arg,25,1
2012_154,haemulon_atlanticus,hae_atl,25,1
2012_154,haemulon_atlanticus,hae_atl,30,1
2012_154,pseudupeneus_maculatus,pse_mac,35,1
2012_154,pomacanthus_paru,pom_par,25,2
2012_154,mycteroperca_acutirostris,myc_acu,35,1
2012_155,diplectrum_radiale,dip_rad,8,3
2012_155,diplectrum_radiale,dip_rad,15,1
2012_155,stephanolepis_hispidus,ste_his,15,2
2012_155,diplodus_argenteus,dip_arg,15,1
2012_155,diplodus_argenteus,dip_arg,25,4
2012_155,diplodus_argenteus,dip_arg,30,3
2012_155,pseudupeneus_maculatus,pse_mac,35,1
2012_155,haemulon_atlanticus,hae_atl,25,2
2012_155,haemulon_atlanticus,hae_atl,30,1
2012_155,pomacanthus_paru,pom_par,25,1
2012_155,pomacanthus_paru,pom_par,30,2
2012_155,parablennius_pilicornis,par_pil,8,1
2012_156,stegastes_fuscus,ste_fus,5,4
2012_156,stegastes_fuscus,ste_fus,10,6
2012_156,orthopristis_ruber,ort_rub,10,5
2012_156,pareques_acuminatus,par_acu,15,1
2012_156,mycteroperca_acutirostris,myc_acu,10,1
2012_156,haemulon_aurolineatum,hae_aur,15,25
2012_156,sphoeroides_spengleri,sph_spe,15,1
2012_156,diplodus_argenteus,dip_arg,25,4
2012_156,diplodus_argenteus,dip_arg,15,3
2012_156,mycteroperca_acutirostris,myc_acu,10,2
2012_156,mycteroperca_acutirostris,myc_acu,30,1
2012_156,coryphopterus_glaucofraenum,cor_gla,8,4
2012_156,coryphopterus_glaucofraenum,cor_gla,2,3
2012_156,parablennius_pilicornis,par_pil,8,2
2012_156,parablennius_pilicornis,par_pil,2,1
2012_156,parablennius_marmoreus,par_mar,8,1
2012_156,malacoctenus_delalandii,mal_del,8,2
2012_157,anisotremus_virginicus,ani_vir,45,1
2012_157,abudefduf_saxatilis,abu_sax,10,9
2012_157,stegastes_fuscus,ste_fus,10,26
2012_157,stegastes_fuscus,ste_fus,3,15
2012_157,sparisoma_axillare,spa_axi,40,1
2012_157,hyporthodus_niveatus,hyp_niv,8,1
2012_157,halichoeres_poeyi,hal_poe,15,2
2012_158,stegastes_fuscus,ste_fus,10,18
2012_158,haemulon_aurolineatum,hae_aur,15,80
2012_158,haemulon_aurolineatum,hae_aur,8,6
2012_158,orthopristis_ruber,ort_rub,10,5
2012_158,odontoscion_dentex,odo_den,15,1
2012_158,pareques_acuminatus,par_acu,15,1
2012_158,abudefduf_saxatilis,abu_sax,15,5
2012_158,haemulon_atlanticus,hae_atl,15,9
2012_158,haemulon_atlanticus,hae_atl,25,1
2012_158,anisotremus_virginicus,ani_vir,15,1
2012_158,stegastes_fuscus,ste_fus,15,5
2012_158,mycteroperca_acutirostris,myc_acu,10,1
2012_158,coryphopterus_glaucofraenum,cor_gla,3,6
2012_159,haemulon_atlanticus,hae_atl,5,37
2012_159,haemulon_atlanticus,hae_atl,25,11
2012_159,haemulon_atlanticus,hae_atl,35,14
2012_159,abudefduf_saxatilis,abu_sax,3,80
2012_159,abudefduf_saxatilis,abu_sax,10,1
2012_159,abudefduf_saxatilis,abu_sax,15,8
2012_159,diplodus_argenteus,dip_arg,25,2
2012_159,stegastes_fuscus,ste_fus,15,2
2012_159,orthopristis_ruber,ort_rub,10,5
2012_159,halichoeres_poeyi,hal_poe,35,1
2012_159,stephanolepis_hispidus,ste_his,25,2
2012_159,coryphopterus_glaucofraenum,cor_gla,10,1
2012_159,coryphopterus_glaucofraenum,cor_gla,3,5
2012_159,parablennius_pilicornis,par_pil,3,2
2012_159,hyporthodus_niveatus,hyp_niv,5,2
2012_160,centropomus_undecimalis,cen_und,80,22
2012_160,anisotremus_virginicus,ani_vir,25,3
2012_160,anisotremus_virginicus,ani_vir,30,4
2012_160,pomacanthus_paru,pom_par,25,4
2012_160,pomacanthus_paru,pom_par,30,1
2012_160,haemulon_atlanticus,hae_atl,25,3
2012_160,pseudocaranx_dentex,pse_den,25,2
2012_160,chaetodon_striatus,cha_str,10,1
2012_160,epinephelus_marginatus,epi_mar,35,1
2012_160,stegastes_fuscus,ste_fus,12,2
2012_160,hyporthodus_niveatus,hyp_niv,10,3
2012_160,diplectrum_radiale,dip_rad,15,6
2012_160,coryphopterus_glaucofraenum,cor_gla,5,4
2012_161,anisotremus_virginicus,ani_vir,25,1
2012_161,anisotremus_virginicus,ani_vir,35,2
2012_161,pomacanthus_paru,pom_par,15,2
2012_161,pomacanthus_paru,pom_par,25,2
2012_161,pomacanthus_paru,pom_par,35,2
2012_161,stegastes_fuscus,ste_fus,5,3
2012_161,stegastes_fuscus,ste_fus,15,1
2012_161,orthopristis_ruber,ort_rub,10,1
2012_161,stephanolepis_hispidus,ste_his,25,3
2012_161,stephanolepis_hispidus,ste_his,15,3
2012_161,epinephelus_marginatus,epi_mar,30,1
2012_161,diplodus_argenteus,dip_arg,25,2
2012_161,mycteroperca_acutirostris,myc_acu,30,1
2012_162,stephanolepis_hispidus,ste_his,3,6
2012_162,stephanolepis_hispidus,ste_his,10,8
2012_162,haemulon_aurolineatum,hae_aur,25,60
2012_162,haemulon_atlanticus,hae_atl,15,8
2012_162,abudefduf_saxatilis,abu_sax,10,1
2012_162,abudefduf_saxatilis,abu_sax,15,2
2012_162,orthopristis_ruber,ort_rub,10,6
2012_162,diplodus_argenteus,dip_arg,15,3
2012_162,malacoctenus_delalandii,mal_del,10,6
2012_163,abudefduf_saxatilis,abu_sax,5,50
2012_163,abudefduf_saxatilis,abu_sax,15,11
2012_163,holocentrus_adscensionis,hol_ads,15,1
2012_163,holocentrus_adscensionis,hol_ads,25,1
2012_163,pareques_acuminatus,par_acu,10,1
2012_163,diplodus_argenteus,dip_arg,15,4
2012_163,stegastes_variabilis,ste_var,3,2
2012_163,stegastes_variabilis,ste_var,10,1
2012_163,anisotremus_virginicus,ani_vir,15,3
2012_163,haemulon_atlanticus,hae_atl,15,4
2012_163,malacoctenus_delalandii,mal_del,8,21
2012_163,stegastes_fuscus,ste_fus,10,18
2012_163,stegastes_fuscus,ste_fus,3,8
2012_164,abudefduf_saxatilis,abu_sax,10,2
2012_164,abudefduf_saxatilis,abu_sax,15,4
2012_164,chaetodon_striatus,cha_str,10,1
2012_164,haemulon_atlanticus,hae_atl,10,2
2012_164,anisotremus_virginicus,ani_vir,35,1
2012_164,anisotremus_virginicus,ani_vir,25,1
2012_164,epinephelus_marginatus,epi_mar,35,1
2012_164,halichoeres_poeyi,hal_poe,15,1
2012_164,stegastes_fuscus,ste_fus,10,8
2012_164,stegastes_fuscus,ste_fus,5,7
2012_164,malacoctenus_delalandii,mal_del,8,20
2012_165,pempheris_schomburgkii,pem_sch,10,200
2012_165,haemulon_aurolineatum,hae_aur,5,20
2012_165,orthopristis_ruber,ort_rub,5,4
2012_165,pareques_acuminatus,par_acu,5,1
2012_165,diplodus_argenteus,dip_arg,25,1
2012_165,diplodus_argenteus,dip_arg,15,1
2012_165,epinephelus_marginatus,epi_mar,25,1
2012_165,holocentrus_adscensionis,hol_ads,25,2
2012_165,holocentrus_adscensionis,hol_ads,15,1
2012_165,stegastes_variabilis,ste_var,8,1
2012_165,hyporthodus_niveatus,hyp_niv,8,1
2012_165,parablennius_pilicornis,par_pil,8,2
2012_165,parablennius_pilicornis,par_pil,3,1
2012_165,parablennius_marmoreus,par_mar,3,1
2012_165,coryphopterus_glaucofraenum,cor_gla,8,1
2012_165,coryphopterus_glaucofraenum,cor_gla,5,1
2012_165,stegastes_fuscus,ste_fus,10,9
2012_165,stegastes_fuscus,ste_fus,5,6
2012_166,stegastes_variabilis,ste_var,5,2
2012_166,mycteroperca_acutirostris,myc_acu,15,1
2012_166,abudefduf_saxatilis,abu_sax,8,66
2012_166,kyphosus_vaigiensis,kyp_vai,15,1
2012_166,malacoctenus_delalandii,mal_del,8,6
2012_166,malacoctenus_delalandii,mal_del,3,2
2012_166,stegastes_fuscus,ste_fus,10,12
2012_166,stegastes_fuscus,ste_fus,5,6
2012_167,epinephelus_marginatus,epi_mar,80,2
2012_167,abudefduf_saxatilis,abu_sax,15,20
2012_167,abudefduf_saxatilis,abu_sax,5,100
2012_167,anisotremus_virginicus,ani_vir,20,4
2012_167,holocentrus_adscensionis,hol_ads,25,1
2012_167,holocentrus_adscensionis,hol_ads,15,2
2012_167,pareques_acuminatus,par_acu,15,3
2012_167,pareques_acuminatus,par_acu,10,1
2012_167,diplodus_argenteus,dip_arg,25,1
2012_167,diplodus_argenteus,dip_arg,15,4
2012_167,sphoeroides_spengleri,sph_spe,8,2
2012_167,stegastes_fuscus,ste_fus,10,25
2012_167,stegastes_fuscus,ste_fus,5,6
2012_167,stegastes_variabilis,ste_var,10,1
2012_167,stegastes_variabilis,ste_var,3,1
2012_167,malacoctenus_delalandii,mal_del,8,5
2012_167,malacoctenus_delalandii,mal_del,3,3
2012_167,parablennius_marmoreus,par_mar,5,2
2012_168,epinephelus_marginatus,epi_mar,30,1
2012_168,holocentrus_adscensionis,hol_ads,25,2
2012_168,sparisoma_amplum,spa_amp,20,2
2012_168,sparisoma_frondosum,spa_fro,20,1
2012_168,stegastes_variabilis,ste_var,12,1
2012_168,stegastes_fuscus,ste_fus,10,18
2012_168,stegastes_fuscus,ste_fus,5,12
2012_169,serranus_baldwini,ser_bal,10,2
2012_169,epinephelus_marginatus,epi_mar,25,1
2012_169,haemulon_aurolineatum,hae_aur,15,20
2012_169,hyporthodus_niveatus,hyp_niv,10,2
2012_169,diplectrum_radiale,dip_rad,10,1
2012_169,pareques_acuminatus,par_acu,10,1
2012_169,stegastes_variabilis,ste_var,10,1
2012_169,diplectrum_formosum,dip_for,15,1
2012_169,coryphopterus_glaucofraenum,cor_gla,10,1
2012_169,malacoctenus_delalandii,mal_del,10,2
2012_169,malacoctenus_delalandii,mal_del,3,1
2012_169,parablennius_pilicornis,par_pil,10,2
2012_169,parablennius_marmoreus,par_mar,10,1
2012_170,chaetodon_striatus,cha_str,10,1
2012_170,malacanthus_plumieri,mal_plu,25,1
2012_170,coryphopterus_glaucofraenum,cor_gla,10,5
2012_170,malacoctenus_delalandii,mal_del,8,4
2012_170,malacoctenus_delalandii,mal_del,3,6
2012_170,stegastes_fuscus,ste_fus,10,12
2012_170,stegastes_fuscus,ste_fus,5,7
2012_171,halichoeres_poeyi,hal_poe,15,1
2012_171,halichoeres_poeyi,hal_poe,25,1
2012_171,chaetodon_striatus,cha_str,10,1
2012_171,chaetodon_striatus,cha_str,15,1
2012_171,mycteroperca_acutirostris,myc_acu,30,1
2012_171,mycteroperca_acutirostris,myc_acu,25,1
2012_171,mycteroperca_acutirostris,myc_acu,15,1
2012_171,sphoeroides_spengleri,sph_spe,15,1
2012_171,stegastes_variabilis,ste_var,10,1
2012_171,sparisoma_frondosum,spa_fro,15,2
2012_171,pareques_acuminatus,par_acu,15,1
2012_171,pareques_acuminatus,par_acu,10,1
2012_171,pareques_acuminatus,par_acu,3,3
2012_171,malacoctenus_delalandii,mal_del,10,3
2012_171,malacoctenus_delalandii,mal_del,3,3
2012_171,chaetodon_striatus,cha_str,15,2
2012_171,sparisoma_axillare,spa_axi,35,1
2012_171,pomacanthus_paru,pom_par,10,1
2012_171,abudefduf_saxatilis,abu_sax,10,15
2012_171,abudefduf_saxatilis,abu_sax,5,4
2012_171,anisotremus_virginicus,ani_vir,15,2
2012_171,anisotremus_virginicus,ani_vir,25,3
2012_171,diplodus_argenteus,dip_arg,15,4
2012_171,stegastes_fuscus,ste_fus,10,8
2012_171,stegastes_fuscus,ste_fus,5,6
2012_171,parablennius_pilicornis,par_pil,10,1
2012_171,parablennius_pilicornis,par_pil,2,2
2012_171,parablennius_pilicornis,par_pil,5,3
2012_171,parablennius_marmoreus,par_mar,10,3
2012_171,parablennius_marmoreus,par_mar,5,1
2012_171,coryphopterus_glaucofraenum,cor_gla,5,1
2012_171,malacoctenus_delalandii,mal_del,10,11
2012_171,malacoctenus_delalandii,mal_del,5,3
2012_171,sparisoma_amplum,spa_amp,50,1
2012_171,acanthurus_bahianus,aca_bah,45,1
2012_171,mycteroperca_acutirostris,myc_acu,65,1
2012_171,pareques_acuminatus,par_acu,10,2
2012_172,haemulon_aurolineatum,hae_aur,15,3
2012_172,diplectrum_radiale,dip_rad,15,2
2012_172,sphoeroides_spengleri,sph_spe,15,2
2012_173,diplectrum_radiale,dip_rad,15,2
2012_173,gymnothorax_funebris,gym_fun,100,1
2012_173,chaetodon_striatus,cha_str,15,1
2012_174,pseudocaranx_dentex,pse_den,25,25
2012_174,epinephelus_marginatus,epi_mar,35,1
2012_174,azurina_multilineata,azu_mul,10,1
2012_174,parablennius_pilicornis,par_pil,10,5
2012_175,sphoeroides_spengleri,sph_spe,15,1
2012_175,stephanolepis_hispidus,ste_his,25,1
2012_175,parablennius_marmoreus,par_mar,10,3
2012_175,parablennius_pilicornis,par_pil,10,4
2012_176,sphoeroides_spengleri,sph_spe,15,1
2012_176,epinephelus_marginatus,epi_mar,35,1
2012_176,mycteroperca_acutirostris,myc_acu,35,1
2012_176,pomacanthus_paru,pom_par,35,1
2012_176,holocentrus_adscensionis,hol_ads,25,1
2012_176,parablennius_marmoreus,par_mar,10,3
2012_176,parablennius_pilicornis,par_pil,10,2
2012_177,haemulon_aurolineatum,hae_aur,15,3
2012_177,sparisoma_axillare,spa_axi,15,1
2012_177,parablennius_pilicornis,par_pil,15,3
2012_177,parablennius_marmoreus,par_mar,15,2
2012_178,haemulon_aurolineatum,hae_aur,15,2
2012_178,malacoctenus_delalandii,mal_del,10,4
2012_178,hyporthodus_niveatus,hyp_niv,10,1
2012_178,pareques_acuminatus,par_acu,10,2
2012_178,stephanolepis_hispidus,ste_his,15,1
2012_178,parablennius_pilicornis,par_pil,8,3
2012_179,dules_auriga,dul_aur,15,1
2012_179,stephanolepis_hispidus,ste_his,15,3
2012_179,pareques_acuminatus,par_acu,10,1
2012_179,ogcocephalus_vespertilio,ogc_ves,15,1
2012_179,hypleurochilus_fissicornis,hyp_fis,8,3
2012_179,parablennius_marmoreus,par_mar,10,3
2012_180,dules_auriga,dul_aur,15,1
2012_180,stephanolepis_hispidus,ste_his,25,1
2012_180,chaetodon_striatus,cha_str,10,1
2012_180,parablennius_marmoreus,par_mar,10,2
2012_180,parablennius_marmoreus,par_mar,5,1
2012_181,parablennius_pilicornis,par_pil,3,1
2012_181,parablennius_pilicornis,par_pil,8,3
2012_181,parablennius_pilicornis,par_pil,10,3
2012_181,parablennius_marmoreus,par_mar,10,2
2012_181,parablennius_marmoreus,par_mar,8,1
2012_182,mycteroperca_acutirostris,myc_acu,25,1
2012_182,stephanolepis_hispidus,ste_his,10,1
2012_182,haemulon_aurolineatum,hae_aur,15,3
2012_182,sparisoma_axillare,spa_axi,20,1
2012_182,stegastes_fuscus,ste_fus,10,3
2012_183,dules_auriga,dul_aur,15,1
2012_184,parablennius_marmoreus,par_mar,5,1
2012_185,pseudupeneus_maculatus,pse_mac,30,1
2012_185,sphoeroides_spengleri,sph_spe,10,1
2012_185,abudefduf_saxatilis,abu_sax,15,20
2012_185,epinephelus_marginatus,epi_mar,15,1
2012_185,labrisomus_nuchipinnis,lab_nuc,15,1
2012_185,parablennius_marmoreus,par_mar,5,2
2012_185,parablennius_marmoreus,par_mar,10,2
2012_185,parablennius_pilicornis,par_pil,11,1
2012_185,parablennius_pilicornis,par_pil,10,2
2012_185,parablennius_pilicornis,par_pil,5,1
2012_185,malacoctenus_delalandii,mal_del,10,3
2012_185,malacoctenus_delalandii,mal_del,5,1
2012_185,stegastes_fuscus,ste_fus,15,1
2012_185,stegastes_fuscus,ste_fus,12,2
2012_185,stegastes_fuscus,ste_fus,10,3
2012_185,stegastes_fuscus,ste_fus,5,1
2012_186,pareques_acuminatus,par_acu,10,2
2012_186,stegastes_variabilis,ste_var,12,1
2012_186,labrisomus_nuchipinnis,lab_nuc,15,2
2012_186,parablennius_marmoreus,par_mar,12,2
2012_186,parablennius_marmoreus,par_mar,10,3
2012_186,parablennius_marmoreus,par_mar,3,1
2012_186,parablennius_pilicornis,par_pil,12,12
2012_186,parablennius_pilicornis,par_pil,5,2
2012_186,hypleurochilus_fissicornis,hyp_fis,8,8
2012_186,hypleurochilus_fissicornis,hyp_fis,5,2
2012_186,stegastes_fuscus,ste_fus,12,2
2012_186,stegastes_fuscus,ste_fus,5,1
2012_187,sphoeroides_spengleri,sph_spe,15,2
2012_187,abudefduf_saxatilis,abu_sax,3,8
2012_187,abudefduf_saxatilis,abu_sax,12,8
2012_187,stegastes_fuscus,ste_fus,3,2
2012_187,stegastes_fuscus,ste_fus,10,6
2012_187,stegastes_fuscus,ste_fus,12,8
2012_187,parablennius_pilicornis,par_pil,10,7
2012_187,parablennius_pilicornis,par_pil,11,2
2012_187,parablennius_pilicornis,par_pil,3,1
2012_187,parablennius_marmoreus,par_mar,11,5
2012_187,parablennius_marmoreus,par_mar,10,2
2012_187,parablennius_marmoreus,par_mar,3,2
2012_187,malacoctenus_delalandii,mal_del,8,2
2012_187,malacoctenus_delalandii,mal_del,5,2
2012_188,stegastes_variabilis,ste_var,7,1
2012_188,pareques_acuminatus,par_acu,3,2
2012_188,pareques_acuminatus,par_acu,15,1
2012_188,parablennius_pilicornis,par_pil,5,12
2012_188,parablennius_pilicornis,par_pil,10,2
2012_188,parablennius_marmoreus,par_mar,10,6
2012_188,parablennius_marmoreus,par_mar,3,8
2012_188,malacoctenus_delalandii,mal_del,8,4
2012_188,stegastes_fuscus,ste_fus,10,8
2012_188,sphoeroides_spengleri,sph_spe,10,2
2012_188,abudefduf_saxatilis,abu_sax,12,11
2012_188,ogcocephalus_vespertilio,ogc_ves,20,1
2012_188,malacoctenus_delalandii,mal_del,12,3
2012_188,malacoctenus_delalandii,mal_del,10,2
2012_188,malacoctenus_delalandii,mal_del,3,1
2012_188,holocentrus_adscensionis,hol_ads,25,1
2012_188,holocentrus_adscensionis,hol_ads,10,1
2012_188,pseudupeneus_maculatus,pse_mac,15,1
2012_188,pseudupeneus_maculatus,pse_mac,20,1
2012_188,stegastes_fuscus,ste_fus,12,4
2012_188,stegastes_fuscus,ste_fus,8,4
2012_188,stegastes_fuscus,ste_fus,3,1
2012_188,parablennius_pilicornis,par_pil,10,8
2012_188,parablennius_pilicornis,par_pil,3,8
2012_188,parablennius_marmoreus,par_mar,10,7
2012_188,parablennius_marmoreus,par_mar,5,3
2012_189,abudefduf_saxatilis,abu_sax,12,8
2012_189,abudefduf_saxatilis,abu_sax,10,6
2012_189,parablennius_pilicornis,par_pil,11,8
2012_189,parablennius_pilicornis,par_pil,10,8
2012_189,parablennius_pilicornis,par_pil,3,2
2012_189,parablennius_marmoreus,par_mar,12,6
2012_189,parablennius_marmoreus,par_mar,11,6
2012_189,parablennius_marmoreus,par_mar,3,1
2012_189,sphoeroides_spengleri,sph_spe,15,3
2012_189,stegastes_fuscus,ste_fus,12,3
2012_189,stegastes_fuscus,ste_fus,8,3
2012_189,stegastes_fuscus,ste_fus,3,1
2012_190,haemulon_aurolineatum,hae_aur,15,20
2012_190,haemulon_aurolineatum,hae_aur,20,27
2012_190,rhomboplites_aurorubens,rho_aur,20,55
